Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23451,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,GA,,31605,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,MA,,1890,,Winchester High School                                      ,"Winchester, MA 01890-2853                    "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,GA,,30606,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,AL,,35216,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    "
2022,M,BA,UNDEC,,,,,Pi Kappa Alpha,                         ,                         ,                         ,VA,HANOVER,23192,,Patrick Henry High School                                   ,"Ashland, VA 23005-3152                       "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,NJ,,7901,,Newark Academy                                              ,"Livingston, NJ 07039-4901                    "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,NC,,28207,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,                         ,                         ,                         ,GA,,30327,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Lacrosse            ,                         ,                         ,TN,,37215,,Montgomery Bell Academy                                     ,"Nashville, TN 37205-1902                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,ID,,83646,,Idaho Fine Arts Academy                                     ,"Eagle, ID 83616-4531                         "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,OK,,73071,,Norman High School                                          ,"Norman, OK 73069-6920                        "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,Vars Soccer              ,                         ,                         ,AZ,,85248,,Hamilton High School                                        ,"Chandler, AZ 85248                           "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,VA,FAIRFAX COUNTY,22153,,Lake Braddock Secondary School                              ,"Burke, VA 22015-1682                         "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,                         ,                         ,                         ,,,,BANGLADESH,                                                            ,                                             
2022,F,BA,PHYS,BIOL,,,,Chi Omega,                         ,                         ,                         ,WV,,25978,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,                         ,                         ,                         ,VA,HENRICO,23229,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,MI,,49083,,Gull Lake High School                                       ,"Richland, MI 49083-9602                      "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,GA,,30305,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2022,M,BA,UNDEC,,,,JOHNSON,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,FL,,34103,,Community School of Naples                                  ,"Naples, FL 34109                             "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,GA,,30605,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,                         ,                         ,                         ,SC,,29451,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    "
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,,,,BRAZIL,                                                            ,                                             
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,KS,,66208,,Pembroke Hill School the                                    ,"Kansas City, MO 64112                        "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Wrestling           ,                         ,                         ,NJ,,7853,,West Morris Central High Sch                                ,"Chester, NJ 07930                            "
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,                         ,                         ,                         ,MD,,20817,,Walt Whitman High School                                    ,"Bethesda, MD 20817-6170                      "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,KY,,40502,,Sayre School                                                ,"Lexington, KY 40507-1121                     "
2022,M,BA,UNDEC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,MA,,2332,,Duxbury High School                                         ,"Duxbury, MA 02332-3845                       "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,OK,,74145,,Booker T Washington High Sch                                ,"Tulsa, OK 74106-4011                         "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Tennis              ,                         ,                         ,NJ,,7046,,Mountain Lakes High School                                  ,"Mountain Lakes, NJ 07046                     "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,VA,ALBEMARLE,22903,,Charlottesville High School                                 ,"Charlottesville, VA 22901-3148               "
2022,F,BA,UNDEC,,,,,Delta Society,                         ,                         ,                         ,NC,,28207,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2022,M,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,MA,,1028,,East Longmeadow High School                                 ,"East Longmeadow, MA 01028-2721               "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,Vars Lacrosse            ,                         ,                         ,NJ,,8534,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 "
2022,M,BA,UNDEC,,,,,Independent,Vars Wrestling           ,                         ,                         ,NJ,,8550,,West Windsor-plainsboro Hs S                                ,"Princeton Jct, NJ 08550-0535                 "
2022,M,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,NJ,,7470,,Wayne Hills High School                                     ,"Wayne, NJ 07470-3283                         "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,AL,,35603,,Decatur Heritage Chrstn Acad                                ,"Decatur, AL 35603-3202                       "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,                         ,                         ,                         ,TX,,77019,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,,,,GEORGIA,American Academy In Tbilisi                                 ,                                             
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,TX,,79938,,Del Valle High School                                       ,"El Paso, TX 79907-3427                       "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,Vars Field Hockey        ,                         ,                         ,VA,FAIRFAX COUNTY,22181,,James Madison High School                                   ,"Vienna, VA 22181-5536                        "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,TX,,78212,,Alamo Heights High School                                   ,"San Antonio, TX 78209-3799                   "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22043,,McLean High School                                          ,"McLean, VA 22101-4305                        "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,CA,,94010,,Saint Ignatius College Preparator                           ,"San Francisco, CA 94116-1165                 "
2022,F,BA,UNDEC,,,,,Delta Society,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,NJ,,7976,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Golf                ,                         ,                         ,VA,FAIRFAX COUNTY,22182,,Langley High School                                         ,"McLean, VA 22101-2222                        "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,MD,,20777,,River Hill High School                                      ,"Clarksville, MD 21029-1230                   "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,                         ,                         ,                         ,PA,,19067,,Pennsbury High School: East Campu                           ,"Fairless Hls, PA 19030-3115                  "
2022,M,BA,UNDEC,,,,,Sigma Chi,                         ,                         ,                         ,NJ,,7649,,River Dell Regional Hs                                      ,"Oradell, NJ 07649-2512                       "
2022,F,BA,UNDEC,,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,VA,ALBEMARLE,22903,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Golf                ,                         ,                         ,NC,,28207,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,PA,,18853,,Middlesex School                                            ,"Concord, MA 01742-9122                       "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,NY,,11030,,Manhasset High School                                       ,"Manhasset, NY 11030-2320                     "
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,,,,NEPAL,Rato Bangala School                                         ,                                             
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22153,,West Springfield High School                                ,"Springfield, VA 22152-1515                   "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,                         ,                         ,                         ,SC,,29569,,Loris High School                                           ,"Loris, SC 29569-6024                         "
2022,M,BA,UNDEC,,,,,Sigma Chi,                         ,                         ,                         ,CT,,6248,,Rham High School                                            ,"Hebron, CT 06248-1554                        "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,VA,CAMPBELL,24538,,Rustburg High School                                        ,"Rustburg, VA 24588                           "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,PA,,17543,,Lancaster Catholic High School                              ,"Lancaster, PA 17601-4360                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,Vars Volleyball          ,                         ,                         ,UT,,84020,,Juan Diego Catholic Hs                                      ,"Draper, UT 84020                             "
2022,M,BA,UNDEC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,NJ,,7940,,Madison High School                                         ,"Madison, NJ 07940-1295                       "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,Vars Track/Field In      ,Vars Track/Field Out     ,                         ,NY,,10024,,Nightingale-Bamford School                                  ,"New York, NY 10128-0608                      "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,MD,,20794,,Hammond High School                                         ,"Columbia, MD 21046-1408                      "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,MS,,39216,,Saint Andrews Episcopal School                              ,"Ridgeland, MS 39157-9714                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,MD,,20874,,Northwest High School                                       ,"Germantown, MD 20874                         "
2022,F,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,MD,,20814,,Sidwell Friends School                                      ,"Washington, DC 20016-2999                    "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,                         ,                         ,                         ,VA,BOTETOURT,24090,,James River High School                                     ,"Buchanan, VA 24066-4066                      "
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,Vars Track/Field Out     ,                         ,                         ,MA,,2493,,The Rivers School                                           ,"Weston, MA 02493-1071                        "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,Vars Lacrosse            ,                         ,                         ,VA,ALEXANDRIA CITY,22302,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2022,F,BA,UNDEC,,,,,Independent,Vars Lacrosse            ,                         ,                         ,NJ,,7045,,Mountain Lakes High School                                  ,"Mountain Lakes, NJ 07046                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,SC,,29466,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    "
2022,M,BS,CSCI,,,,,Independent,                         ,                         ,                         ,,,,ETHIOPIA,Ethio-Parents School                                        ,                                             
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,TX,,78539,,Robert Vela High School                                     ,"Edinburg, TX 78539-6420                      "
2022,M,BA,UNDEC,,,,,Independent,Vars Wrestling           ,                         ,                         ,TN,,37066,,Montgomery Bell Academy                                     ,"Nashville, TN 37205-1902                     "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,SC,,29401,,Portsmouth Abbey School                                     ,"Portsmouth, RI 02871-1362                    "
2022,F,BA,UNDEC,,,,,Delta Society,                         ,                         ,                         ,NJ,,7760,,Saint Andrews School                                        ,"Middletown, DE 19709-1621                    "
2022,M,BA,UNDEC,,,,,Phi Zeta Delta,                         ,                         ,                         ,MD,,21601,,Easton High School                                          ,"Easton, MD 21601                             "
2022,F,BA,UNDEC,,,,JOHNSON,Chi Omega,                         ,                         ,                         ,GA,,30024,,Gwinnett Sch Of Math Sci Tech                               ,"Lawrenceville, GA 30044-2300                 "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,PA,,15232,,Shady Side Academy                                          ,"Pittsburgh, PA 15238-2247                    "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Wrestling           ,                         ,                         ,MN,,55082,,Stillwater Area Senior Hs                                   ,"Stillwater, MN 55082-5476                    "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,AE,,9096,,Wiesbaden High School                                       ,"APO, AE 09096-0005                           "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,OR,,97045,,Tigard Senior High School                                   ,"Tigard, OR 97224                             "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,VA,HENRICO,23238,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       "
2022,M,BA,UNDEC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,MD,,21093,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,DC,,20002,,Menlo School                                                ,"Atherton, CA 94027-4401                      "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,UT,,84720,,Logan High School                                           ,"Logan, UT 84321-5298                         "
2022,M,BA,UNDEC,,,,,Independent,Vars Football            ,                         ,                         ,NC,,27360,,                                                            ,                                             
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,VA,APPOMATTOX,24553,,Amherst County High School                                  ,"Amherst, VA 24521-3266                       "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,SC,,29206,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      "
2022,M,BA,UNDEC,,,,,Pi Kappa Alpha,                         ,                         ,                         ,TX,,78731,,Regents School of Austin                                    ,"Austin, TX 78735                             "
2022,M,BA,UNDEC,,,,,Sigma Chi,                         ,                         ,                         ,NC,,27106,,Forsyth Country Day School                                  ,"Lewisville, NC 27023-8232                    "
2022,F,BA,UNDEC,,,,JOHNSON,Chi Omega,                         ,                         ,                         ,VA,ALBEMARLE,22936,,Saint Anne's-Belfield                                       ,"Charlottesvle, VA 22903-1716                 "
2022,F,BA,UNDEC,,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NY,,10128,,Convent Of The Sacred Heart                                 ,"New York, NY 10128-0630                      "
2022,F,BS,BSADM,,,,,Independent,                         ,                         ,                         ,,,,CHINA,Saint Raphael Academy                                       ,"Pawtucket, RI 02860-3256                     "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,IN,,47006,,Saint Andrews School                                        ,"Middletown, DE 19709-1621                    "
2022,M,BA,UNDEC,,,,,Sigma Chi,                         ,                         ,                         ,NC,,27608,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       "
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,WA,,99344,,Othello High School                                         ,"Othello, WA 99344-1404                       "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,TX,,77063,,Memorial Senior High School                                 ,"Houston, TX 77024-2736                       "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,                         ,                         ,                         ,KY,,40502,,Henry Clay High School                                      ,"Lexington, KY 40502-2014                     "
2022,F,BA,UNDEC,,,,,Independent,Vars Riding(Equestr)     ,                         ,                         ,MA,,2459,,Newton South High School                                    ,"Newton Center, MA 02459-2745                 "
2022,F,BS,CSCI,,,,,Independent,                         ,                         ,                         ,,,,VIETNAM,                                                            ,                                             
2022,M,BA,UNDEC,,,,,Pi Kappa Alpha,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22181,,James Madison High School                                   ,"Vienna, VA 22181-5536                        "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,PA,,19335,,Baldwin School                                              ,"Bryn Mawr, PA 19010-3505                     "
2022,M,BA,UNDEC,,,,,Sigma Chi,                         ,                         ,                         ,MD,,21057,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,VA,FAIRFAX COUNTY,22101,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,NJ,,7090,,Westfield High School                                       ,"Westfield, NJ 07090-3302                     "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,OH,,43209,,Columbus Academy                                            ,"Gahanna, OH 43230-1724                       "
2022,F,BA,UNDEC,,,,,Delta Society,                         ,                         ,                         ,SC,,29302,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,CT,,6410,,Cheshire Academy                                            ,"Cheshire, CT 06410-2496                      "
2022,F,BA,UNDEC,,,,,Delta Society,Vars Field Hockey        ,                         ,                         ,PA,,19010,,Agnes Irwin School                                          ,"Bryn Mawr, PA 19010-1044                     "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,,,,UNITED KINGDOM,TASIS England American School                               ,                                             
2022,M,BA,UNDEC,,,,,Independent,Vars Football            ,                         ,                         ,VA,LOUDOUN,20165,,Dominion High School                                        ,"Sterling, VA 20164                           "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,CO,,80127,,Colorado Academy                                            ,"Denver, CO 80235-2404                        "
2022,F,BA,UNDEC,,,,,Delta Society,                         ,                         ,                         ,NC,,27023,,Forsyth Country Day School                                  ,"Lewisville, NC 27023-8232                    "
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,NC,,28409,,John T Hoggard High School                                  ,"Wilmington, NC 28403-6160                    "
2022,M,BA,UNDEC,,,,,Pi Kappa Alpha,                         ,                         ,                         ,VA,ROCKBRIDGE,24579,,Stuart Hall                                                 ,"Staunton, VA 24401-3327                      "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,WI,,54202,,Gibraltar High School                                       ,"Fish Creek, WI 54212                         "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Baseball            ,                         ,                         ,NJ,,8889,,Hunterdon Central Regional H S                              ,"Flemington, NJ 08822-1251                    "
2022,M,BA,UNDEC,,,,JOHNSON,Sigma Nu,                         ,                         ,                         ,NC,,27609,,                                                            ,                                             
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,                         ,                         ,                         ,SC,,29585,,SC Governor School Science And Ma                           ,"Hartsville, SC 29550-4326                    "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,                         ,                         ,                         ,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,                         ,                         ,                         ,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,VA,GOOCHLAND,23103,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2022,M,BA,UNDEC,,,,,Phi Zeta Delta,                         ,                         ,                         ,VA,LYNCHBURG CITY,24503,,Virginia Episcopal School                                   ,"Lynchburg, VA 24503-1146                     "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Basketball          ,                         ,                         ,VA,WINCHESTER CITY,22601,,John Handley High School                                    ,"Winchester, VA 22601                         "
2022,M,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,HI,,96817,,Roosevelt High School                                       ,"Honolulu, HI 96822-2566                      "
2022,M,BA,UNDEC,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,NC,,28226,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,TX,,77339,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2022,F,BA,ENGL,,WRIT,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,78212,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   "
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,Vars Tennis              ,                         ,                         ,TX,,78738,,Regents School of Austin                                    ,"Austin, TX 78735                             "
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,                         ,                         ,                         ,TX,,77382,,Woodlands High School The                                   ,"The Woodlands, TX 77381                      "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,,,,CHINA,Shenzhen Middle School                                      ,                                             
2022,F,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,KS,,66213,,Blue Valley North High School                               ,"Overland Park, KS 66209-2711                 "
2022,M,BA,UNDEC,,,,,Pi Kappa Alpha,                         ,                         ,                         ,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2022,F,BA,UNDEC,,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NY,,10538,,Mamaroneck High School                                      ,"Mamaroneck, NY 10543-3328                    "
2022,M,BA,UNDEC,,,,,Phi Kappa Psi,Vars Wrestling           ,                         ,                         ,PA,,17050,,Cumberland Valley High School                               ,"Mechanicsburg, PA 17050                      "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,                         ,                         ,                         ,NJ,,8525,,Hopewell Valley                                             ,"Pennington, NJ 08534-1615                    "
2022,M,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,VA,CHESTERFIELD,23120,,Clover Hill High School                                     ,"Midlothian, VA 23112-4567                    "
2021,F,BS,BSADM,JMCS,,,,Delta Society,                         ,                         ,                         ,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           "
2021,F,BA,ENVS,,WRIT,,,Kappa Kappa Gamma,                         ,                         ,                         ,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        "
2021,F,BS,ACCT,CSCI,,,,Independent,                         ,                         ,                         ,GA,,30039,,Berkmar High School                                         ,"Lilburn, GA 30047-2799                       "
2021,F,BS,NEURO,,WRIT,,,Independent,                         ,                         ,                         ,,,,PAKISTAN,Beaconhouse Margalla Campus                                 ,                                             
2021,M,BS,ENGN,,,,,Chi Psi,                         ,                         ,                         ,CA,,90049,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2021,F,BS,PHYS,,FREN,,,Independent,                         ,                         ,                         ,IL,,60453,,Harold L Richards High School                               ,"Oak Lawn, IL 60453                           "
2021,F,BA,ARTH,,,,,Chi Omega,Vars Riding(Equestr)     ,                         ,                         ,NC,,27707,,Durham Academy Upper School                                 ,"Durham, NC 27705-5541                        "
2021,F,BS,CBSC,,,,,Kappa Alpha Theta,Vars Field Hockey        ,                         ,                         ,NY,,11937,,East Hampton High School                                    ,"East Hampton, NY 11937-2506                  "
2021,F,BA,ECON,POLI,,,JOHNSON,Pi Beta Phi,                         ,                         ,                         ,,,,GUATEMALA,American School of Guatemala                                ,                                             
2021,F,BS,CBSC,ENVCC,,,,Independent,                         ,                         ,                         ,PA,,17601,,Hempfield High School                                       ,"Landisville, PA 17538-1220                   "
2021,F,BS,BSADM,,MCOM,,,Delta Society,Vars Lacrosse            ,                         ,                         ,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        "
2021,M,BS,ACCT,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,MD,,20815,,Saint Albans School                                         ,"Washington, DC 20016-5046                    "
2021,M,BS,NEURO,,CSCI,,JOHNSON,Independent,                         ,                         ,                         ,CA,,92610,,Trabuco Hills High School                                   ,"Mission Viejo, CA 92691-1027                 "
2021,F,BS,BSADM,,WRIT,,,Kappa Kappa Gamma,                         ,                         ,                         ,OK,,73116,,Heritage Hall                                               ,"Oklahoma City, OK 73120                      "
2021,F,BS,PHYS,ENGN,,,,Kappa Alpha Theta,                         ,                         ,                         ,OH,,44040,,Saint Georges School                                        ,"Middletown, RI 02842-5963                    "
2021,F,BS,NEURO,,LACS,,,Delta Society,                         ,                         ,                         ,GA,,30345,,Saint Pius X Catholic High Sch                              ,"Atlanta, GA 30345-1720                       "
2021,F,BA,SART,,,,,Kappa Alpha Theta,                         ,                         ,                         ,LA,,71106,,Loyola College Preparatory Sch                              ,"Shreveport, LA 71101-4309                    "
2021,F,BA,ECON,,POV,,,Chi Omega,Vars Swimming/Diving     ,                         ,                         ,VA,HENRICO,23233,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       "
2021,M,BA,UNDEC,,,,,Phi Kappa Psi,                         ,                         ,                         ,NH,,3301,,St Paul's School                                            ,"Concord, NH 03301-2552                       "
2021,F,BS,BSADM,JMCJ,,,,Chi Omega,                         ,                         ,                         ,NJ,,7722,,Colts Neck High School                                      ,"Colts Neck, NJ 07722-1781                    "
2021,M,BA,MATH,ECON,,,JOHNSON,Pi Kappa Alpha,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22153,,Saline High School                                          ,"Saline, MI 48176                             "
2021,M,BS,BSADM,,ENVS,,,Independent,Vars Football            ,                         ,                         ,VA,CHESAPEAKE CITY,23322,,Grassfield High School                                      ,"Chesapeake, VA 23323                         "
2021,F,BA,ENGL,,,,JOHNSON,Independent,                         ,                         ,                         ,KY,,40815,,                                                            ,                                             
2021,F,BA,THTR,,,,,Pi Beta Phi,                         ,                         ,                         ,TX,,76120,,Westminster School At Oak Mt                                ,"Birmingham, AL 35242                         "
